company,year,quarter,metric,sub-metric,value
TSMC,2010,1,rev_seg,Industrial/Standard,15
TSMC,2010,2,rev_seg,Computer,29
TSMC,2010,2,rev_seg,Communication,41
TSMC,2010,2,rev_seg,Consumer,15
TSMC,2010,2,rev_seg,Industrial/Standard,15
TSMC,2010,3,rev_seg,Computer,25
TSMC,2010,3,rev_seg,Communication,44
TSMC,2010,3,rev_seg,Consumer,14
TSMC,2010,3,rev_seg,Industrial/Standard,17
TSMC,2010,4,rev_seg,Computer,24
TSMC,2010,4,rev_seg,Communication,47
TSMC,2010,4,rev_seg,Consumer,11
TSMC,2010,4,rev_seg,Industrial/Standard,18
TSMC,2009,3,rev_seg,Computer,30
TSMC,2009,3,rev_seg,Communication,46
TSMC,2009,3,rev_seg,Consumer,18
TSMC,2009,3,rev_seg,Industrial/Standard,6
TSMC,2011,3,rev_tech,40/45nm,27
TSMC,2011,3,rev_tech,65nm,27
TSMC,2011,3,rev_tech,90nm,9
TSMC,2011,3,rev_tech,0.11/0.13um,9
TSMC,2011,3,rev_tech,0.15/0.18um,18
TSMC,2011,3,rev_tech,0.25/0.35um,8
TSMC,2011,3,rev_tech,0.50um and above,2
TSMC,2011,4,rev_geo,NORAM,70
TSMC,2011,4,rev_geo,China,4
TSMC,2011,4,rev_geo,EMEA,9
TSMC,2011,4,rev_geo,ASIAPAC,13
TSMC,2011,4,rev_geo,Japan,4
TSMC,2011,4,rev_seg,Computer,20
TSMC,2011,4,rev_seg,Communication,53
TSMC,2011,4,rev_seg,Consumer,9
TSMC,2011,4,rev_seg,Industrial/Standard,18
TSMC,2011,4,rev_tech,28nm,2
TSMC,2011,4,rev_tech,40/45nm,27
TSMC,2011,4,rev_tech,65nm,30
TSMC,2011,4,rev_tech,90nm,8
TSMC,2011,4,rev_tech,0.11/0.13um,7
TSMC,2011,4,rev_tech,0.15/0.18um,17
TSMC,2011,4,rev_tech,0.25/0.35um,7
TSMC,2011,4,rev_tech,0.50um and above,2
TSMC,2012,1,rev_geo,NORAM,70
TSMC,2012,1,rev_geo,China,4
TSMC,2012,1,rev_geo,EMEA,9
TSMC,2012,1,rev_geo,ASIAPAC,14
TSMC,2012,1,rev_geo,Japan,3
TSMC,2012,1,rev_seg,Computer,22
TSMC,2012,1,rev_seg,Communication,48
TSMC,2012,1,rev_seg,Consumer,10
TSMC,2012,1,rev_seg,Industrial/Standard,20
TSMC,2012,1,rev_tech,28nm,5
TSMC,2012,1,rev_tech,40/45nm,32
TSMC,2012,1,rev_tech,65nm,26
TSMC,2012,1,rev_tech,90nm,8
TSMC,2012,1,rev_tech,0.11/0.13um,7
TSMC,2012,1,rev_tech,0.15/0.18um,14
TSMC,2012,1,rev_tech,0.25/0.35um,6
TSMC,2012,1,rev_tech,0.50um and above,2
TSMC,2012,2,rev_geo,NORAM,68
TSMC,2012,2,rev_geo,China,5
TSMC,2012,2,rev_geo,EMEA,9
TSMC,2012,2,rev_geo,ASIAPAC,15
TSMC,2012,2,rev_geo,Japan,3
TSMC,2012,2,rev_seg,Computer,21
TSMC,2012,2,rev_seg,Communication,48
TSMC,2012,2,rev_seg,Consumer,9
TSMC,2012,2,rev_seg,Industrial/Standard,22
TSMC,2012,2,rev_tech,28nm,7
TSMC,2012,2,rev_tech,40/45nm,28
TSMC,2012,2,rev_tech,65nm,26
TSMC,2012,2,rev_tech,90nm,10
TSMC,2012,2,rev_tech,0.11/0.13um,6
TSMC,2012,2,rev_tech,0.15/0.18um,15
TSMC,2012,2,rev_tech,0.25/0.35um,6
TSMC,2012,2,rev_tech,0.50um and above,2
TSMC,2012,3,rev_geo,NORAM,67
TSMC,2012,3,rev_geo,China,5
TSMC,2012,3,rev_geo,EMEA,10
